index,식품명,식품중량,탄수화물(g),단백질(g),지방(g),에너지(kcal)
11790,피자_샘스테이크 피자 골드스윗 (L),1224.0,0.0,14.38,0.0,280
11791,피자_샘스테이크 피자 리코타링 (L),1134.0,0.0,14.79,0.0,280
11792,피자_샘스테이크 피자 리코타링 (R),759.0,0.0,15.26,0.0,281
11793,피자_샘스테이크 피자 석쇠 (R),679.0,0.0,15.29,0.0,277
11794,피자_샘스테이크 피자 씬도우 (L),686.0,0.0,13.37,0.0,278
11795,피자_샘스테이크 피자 씬도우 (R),520.0,0.0,13.08,0.0,263
11796,피자_샘스테이크 피자 치즈링 (L),1154.0,0.0,15.28,0.0,274
11797,피자_샘스테이크 피자 치즈링 (R),779.0,0.0,15.9,0.0,272
11798,피자_세뇨리따 피자 (L),940.0,0.0,10.79,0.0,188
11799,피자_세뇨리따 피자 (M),706.0,0.0,10.92,0.0,179
11800,피자_소고기로제스테이크커리 피자 (L),1127.0,0.0,18.0,0.0,275
11801,피자_소베페 피자 (L),1179.0,0.0,15.94,0.0,279
11802,피자_소세지 피자 (L),904.0,0.0,7.79,0.0,305
11803,피자_소시지 피자 (XL),978.0,0.0,13.5,0.0,218
11804,피자_새우세보래 피자 씬 (R),594.0,0.0,10.1,0.0,246
11805,피자_새우천왕 피자 골드 (L),1255.0,0.0,12.29,0.0,223
11806,피자_새우천왕 피자 골드 (R),812.0,0.0,11.76,0.0,226
11807,피자_새우천왕 피자 노엣지 오리진 (L),1092.0,0.0,12.5,0.0,217
11808,피자_새우천왕 피자 노엣지 오리진 (R),703.0,0.0,12.5,0.0,247
11809,피자_새우천왕 피자 에그타르트 (L),1255.0,0.0,11.42,0.0,228
11810,피자_새우천왕 피자 에그타르트 (R),812.0,0.0,10.78,0.0,226
11811,피자_새우천왕 피자 치즈캡 (L),1214.0,0.0,13.59,0.0,222
11812,피자_새우천왕 피자 치즈캡 (R),799.0,0.0,13.5,0.0,250
11813,피자_새우천왕 피자 크림치즈 (L),1301.0,0.0,11.26,0.0,224
11814,피자_새우천왕 피자 크림치즈 (R),840.0,0.0,11.43,0.0,223
11815,피자_새우콤비네이션 피자 (L),790.0,0.0,5.32,0.0,239
11816,피자_새우파티 피자 골드스윗 (L),1242.0,0.0,12.9,0.0,230
11817,피자_새우파티 피자 골드스윗 (R),793.0,0.0,12.63,0.0,241
11818,피자_새우파티 피자 리코타링 (L),1152.0,0.0,13.19,0.0,226
11819,피자_새우파티 피자 리코타링 (R),728.0,0.0,13.19,0.0,240
11820,피자_새우파티 피자 석쇠 (L),1052.0,0.0,12.88,0.0,217
11821,피자_새우파티 피자 석쇠 (R),648.0,0.0,12.96,0.0,231
11822,기타차_루이보스 바닐라티 아이스(ICED),473.0,0.0,0.0,0.0,0
11823,피자_블랙타이거슈림프 피자 오리지널 (L),963.0,31.61,11.0,6.94,234
11824,피자_블랙타이거슈림프 피자 트리플치즈버스트 엣지 (L),1203.0,0.0,12.0,0.0,241
11825,피자_블록버스터4 피자 더블치즈 엣지 오리지널 (L),1280.0,0.0,12.5,0.0,237
11826,피자_비프갈릭 피자 (L),939.0,24.7,13.62,8.67,262
11827,피자_비프퀘사디아 피자,807.0,33.17,12.38,8.91,264
11828,피자_비프홀리데이 피자(L),992.0,0.0,13.0,0.0,285
11829,피자_빅포 피자 (L),1220.0,0.0,3.69,0.0,94
11830,피자_빠새 피자 (L),916.0,0.0,10.15,0.0,278
11831,피자_뿜뿜불고기 피자,478.0,0.0,12.69,0.0,303
11832,피자_사대천왕 피자 (L),2972.0,0.0,15.0,0.0,329
11834,피자_사장의실수 피자 (L),1190.0,0.0,15.44,0.0,279
11835,피자_사장의실수 피자 (R),905.0,0.0,15.23,0.0,279
11836,피자_살치스테이크 피자 밀도우 (L),870.0,0.0,9.06,0.0,111
11837,피자_살치스테이크 피자 밀도우 (R),540.0,0.0,6.04,0.0,74
11838,피자_살치스테이크 피자 씬도우 (L),660.0,0.0,9.05,0.0,111
11839,피자_살치스테이크 피자 씬도우 (R),440.0,0.0,6.03,0.0,74
11840,피자_상큼하와이안 피자 (L),1131.0,0.0,7.69,0.0,165
11841,피자_새우세보래 피자 씬 (L),976.0,0.0,10.66,0.0,248
11842,피자_불닭바베큐 피자 씬도우 (L),780.0,0.0,8.95,0.0,114
11843,피자_불닭바베큐 피자 씬도우 (R),490.0,0.0,5.96,0.0,76
11844,피자_불닭쉬림프 피자 밀도우 (L),860.0,0.0,8.6,0.0,104
11845,피자_불닭쉬림프 피자 밀도우 (R),554.0,0.0,5.74,0.0,69
11846,피자_불닭쉬림프 피자 씬도우 (L),650.0,0.0,8.6,0.0,104
11847,피자_불닭쉬림프 피자 씬도우 (R),454.0,0.0,5.73,0.0,69
11848,피자_불닭 피자 (L),872.0,0.0,15.53,0.0,244
11851,피자_불닭핫치킨 피자 (L),1175.0,0.0,15.18,0.0,225
11852,피자_불사조쉬림프 피자 (L),952.0,0.0,14.44,0.0,231
11853,피자_브로스페셜콤비 피자 (L),1355.0,0.0,15.0,0.0,279
11854,피자_브루클린스테이크 피자,720.0,0.0,6.17,0.0,125
11855,피자_블랙 페퍼 폭탄 피자,927.0,0.0,13.66,0.0,252
11856,피자_블랙소세지핫도그 피자,1156.0,0.0,12.13,0.0,256
11857,피자_블랙앵거스 스테이크 피자 오리지널 (L),1017.0,29.26,12.0,8.54,242
11858,피자_블랙앵거스 스테이크 피자 트리플치즈버스트 엣지 (L),1285.0,0.0,11.18,0.0,239
11859,피자_블랙청양페퍼로니 피자,720.0,0.0,18.52,0.0,279
11860,기타차_레몬허니블랙티 핫(HOT),500.0,10.57,0.14,0.01,44
11861,피자_불고기 피자 치즈캡 (L),978.8,0.0,12.67,0.0,260
11862,피자_불고기 피자 치즈캡 (R),619.0,0.0,14.19,0.0,259
11863,피자_불고기 피자 치즈크러스트 (L),1008.0,0.0,14.29,0.0,233
11864,피자_불고기 피자 치즈크러스트 (R),588.0,0.0,14.29,0.0,233
11865,피자_불고기 피자 팬 (L),912.0,0.0,14.04,0.0,241
11866,피자_불고기 피자 팬 (R),522.0,0.0,13.79,0.0,241
11867,피자_불고기 피자 흑미스크린 (L),848.0,0.0,14.15,0.0,233
11868,피자_불고기 피자 흑미스크린 (R),450.0,0.0,13.33,0.0,227
11869,피자_불고기 피자 흑미스크린치즈크러스트 (L),944.0,0.0,14.41,0.0,225
11870,피자_불고기 피자 흑미스크린치즈크러스트 (R),516.0,0.0,13.95,0.0,219
11875,피자_불그닭 피자 (L),1040.0,0.0,14.62,0.0,241
11876,피자_불그닭 피자 (R),770.0,0.0,14.84,0.0,241
11877,피자_불금 피자 (L),1028.0,0.0,13.95,0.0,263
11878,피자_불닭바베큐 피자 밀도우 (L),990.0,0.0,8.93,0.0,114
11879,피자_불닭바베큐 피자 밀도우 (R),590.0,0.0,5.97,0.0,76
11880,피자_불고기 피자 바이트 (L),875.0,0.0,10.46,0.0,245
11881,피자_불고기 피자 백미스크린 (L),840.0,0.0,14.29,0.0,241
11882,피자_불고기 피자 백미스크린 (R),444.0,0.0,13.51,0.0,235
11883,피자_불고기 피자 백미스크린치즈크러스트 (L),936.0,0.0,14.53,0.0,232
11884,피자_불고기 피자 백미스크린치즈크러스트 (R),516.0,0.0,13.95,0.0,223
11885,피자_불고기 피자 석쇠 (G),1310.0,0.0,14.5,0.0,278
11886,피자_불고기 피자 석쇠 (L),664.0,0.0,15.06,0.0,278
11887,피자_불고기 피자 석쇠 (R),490.0,0.0,14.63,0.0,278
11888,피자_불고기 피자 씬 (L),648.0,0.0,16.05,0.0,247
11889,피자_불고기 피자 씬 (R),360.0,0.0,15.0,0.0,248
11890,피자_불고기 피자 씬도우 (L),573.0,0.0,13.99,0.0,287
11891,피자_불고기 피자 씬도우 (R),400.0,0.0,14.0,0.0,300
11892,피자_불고기 피자 오리진 (L),856.0,0.0,11.15,0.0,259
11893,피자_불고기 피자 오리진 (R),523.0,0.0,12.98,0.0,257
11894,피자_불고기 피자 체다크림크러스트 (L),1008.0,0.0,13.49,0.0,240
11895,피자_불고기 피자 체다크림크러스트 (R),582.0,0.0,13.4,0.0,239
11896,피자_불고기 피자 치즈링 (G),1530.0,0.0,15.69,0.0,273
11897,피자_불고기 피자 치즈링 (L),784.0,0.0,16.33,0.0,272
11898,피자_불고기 피자 치즈링 (R),590.0,0.0,15.54,0.0,272
11899,피자_불고기 피자 (R),550.0,0.0,10.14,0.0,232
11900,피자_불고기 피자 (XL),1060.0,0.0,17.2,0.0,243
11901,피자_불고기 피자 고구마크러스트 (L),1008.0,0.0,12.7,0.0,237
11902,피자_불고기 피자 고구마크러스트 (R),576.0,0.0,12.5,0.0,238
11903,피자_불고기 피자 골드스윗 (G),1645.0,0.0,13.94,0.0,280
11904,피자_불고기 피자 골드스윗 (L),854.0,0.0,14.02,0.0,281
11905,피자_불고기 피자 골드스윗 (R),635.0,0.0,13.84,0.0,281
11906,피자_불고기 피자 리코타링 (G),1490.0,0.0,14.09,0.0,283
11907,피자_불고기 피자 리코타링 (L),764.0,0.0,14.66,0.0,283
11908,피자_불고기 피자 리코타링 (R),570.0,0.0,14.69,0.0,283
11909,피자_불고기 피자 밀스크린 (L),872.0,0.0,14.68,0.0,247
11910,피자_불고기 피자 밀스크린 (R),462.0,0.0,14.29,0.0,240
11911,피자_불고기 피자 밀스크린고구마크러스트 (L),968.0,0.0,13.22,0.0,241
11912,피자_불고기 피자 밀스크린고구마크러스트 (R),516.0,0.0,12.79,0.0,236
11913,피자_불고기 피자 밀스크린체다크림크러스트 (L),976.0,0.0,13.11,0.0,243
11914,피자_불고기 피자 밀스크린체다크림크러스트 (R),522.0,0.0,12.64,0.0,237
11915,피자_불고기 피자 밀스크린치즈크러스트 (L),968.0,0.0,14.05,0.0,238
11916,피자_불고기 피자 밀스크린치즈크러스트 (R),528.0,0.0,13.64,0.0,231
11917,기타차_샹그리아 프루티 아이스(ICED),473.0,0.0,0.06,0.0,38
11918,피자_부어스트 피자 씬 (L),1032.0,0.0,13.18,0.0,230
11919,피자_불갈비 피자 (L),815.0,0.0,6.73,0.0,292
11920,피자_불갈비 피자 (XL),1088.0,0.0,18.9,0.0,335
11921,피자_불고기BBQ 피자,952.0,0.0,11.28,0.0,241
11922,피자_불고기감자 피자 (XL),1130.0,0.0,17.45,0.0,249
11934,피자_불고기 피자 (M),495.0,0.0,14.04,0.0,243
11936,피자_불고기피자 (R),547.6,0.0,11.61,0.0,235
11937,피자_베이컨체더치즈 피자 오리지널 (L),902.0,28.2,12.77,12.31,275
11938,피자_베이컨치즈후라이 피자 (L),1118.0,0.0,10.56,0.0,193
11939,피자_베이컨파인 피자 (XL),1070.0,0.0,19.91,0.0,333
11942,피자_베이컨포테이토 피자 (M),620.0,0.0,11.0,0.0,212
11943,피자_베이컨포테이토 피자 오리지널 (M),590.0,19.12,19.39,13.6,272
11946,피자_베이컨 피자 (XL),1032.0,0.0,8.72,0.0,285
11948,피자_베이컨후라이 피자 밀도우 (L),920.0,0.0,7.65,0.0,106
11949,피자_베이컨후라이 피자 밀도우 (R),540.0,0.0,5.07,0.0,70
11950,피자_베이컨후라이 피자 씬도우 (L),710.0,0.0,7.64,0.0,106
11951,피자_베이컨후라이 피자 씬도우 (R),440.0,0.0,5.09,0.0,70
11952,피자_베이토 피자 (L),990.0,0.0,13.71,0.0,268
11953,피자_베이토 피자 (R),730.0,0.0,13.93,0.0,268
11954,피자_베페로니 피자 (L),775.0,0.0,16.41,0.0,272
11955,피자_부라타치즈 피자,267.0,0.0,11.88,0.0,246
11956,피자_베이컨쉬림프 피자 씬도우 (L),950.0,0.0,4.98,0.0,115
11957,피자_베이컨쉬림프 피자 씬도우 (R),548.0,0.0,3.32,0.0,77
11958,피자_베이컨왕손포테이토 피자 (L),1158.0,0.0,10.29,0.0,238
11959,피자_베이컨의꿈 피자 (L),780.0,0.0,16.38,0.0,274
11960,피자_베이컨체다치즈 피자 (L),770.0,0.0,14.55,0.0,244
11964,피자_베이컨체다치즈 피자 (M),575.0,0.0,12.85,0.0,257
11965,피자_베이컨체다치즈 피자 (R),507.4,0.0,11.23,0.0,247
11967,피자_베이컨체다치즈 피자,800.0,0.0,14.18,0.0,277
11968,피자_베이컨체다 피자 밀도우 (L),940.0,0.0,10.34,0.0,121
11969,피자_베이컨체다 피자 밀도우 (R),530.0,0.0,6.91,0.0,81
11970,피자_베이컨체다 피자 씬도우 (L),730.0,0.0,10.34,0.0,121
11971,피자_베이컨체다 피자 씬도우 (R),430.0,0.0,6.89,0.0,81
11972,피자_베이컨체더치즈 피자 나폴리 (L),711.0,24.59,14.96,12.6,276
11973,피자_베이컨체더치즈 피자 씬 (L),578.0,18.03,15.71,19.46,310
11974,기타차_베리 히비스커스 핫(HOT),473.0,0.0,0.0,0.0,2
11975,피자_버팔로 피자 흑미스크린 (R),612.0,0.0,10.78,0.0,226
11976,피자_버팔로 피자 흑미스크린치즈크러스트 (L),1200.0,0.0,11.33,0.0,227
11977,피자_버팔로 피자 흑미스크린치즈크러스트 (R),678.0,0.0,11.5,0.0,220
11978,피자_베이컨 포테이토 스퀘어 피자,135.0,0.0,11.85,0.0,235
11979,피자_베이컨 포테이토 피자 (L),950.0,0.0,11.08,0.0,202
11980,피자_베이컨 포테이토 피자 (M),584.0,0.0,12.48,0.0,212
11981,피자_베이컨포테이토 피자 리치골드 (L),1251.0,0.0,10.71,0.0,254
11982,피자_베이컨포테이토 피자 리치골드 (M),753.0,0.0,11.2,0.0,262
11983,피자_베이컨 포테이토 피자 밀도우 (L),1170.0,0.0,5.98,0.0,110
11984,피자_베이컨 포테이토 피자 밀도우 (R),664.0,0.0,3.98,0.0,74
11985,피자_베이컨 포테이토 피자 씬도우 (L),960.0,0.0,5.99,0.0,110
11986,피자_베이컨 포테이토 피자 씬도우 (R),564.0,0.0,3.99,0.0,74
11987,피자_베이컨포테이토 피자 치즈크러스트 (L),909.0,0.0,10.8,0.0,257
11988,피자_베이컨포테이토 피자 치즈크러스트 (M),504.0,0.0,11.25,0.0,263
11989,피자_베이컨소시지 피자 (L),996.0,0.0,11.57,0.0,268
11990,피자_베이컨쉬림프 피자 (R),560.2,0.0,11.13,0.0,232
11991,피자_베이컨쉬림프 피자 밀도우 (L),1160.0,0.0,4.97,0.0,115
11992,피자_베이컨쉬림프 피자 밀도우 (R),648.0,0.0,3.3,0.0,77
11993,기타차_베리 히비스커스 아이스(ICED),473.0,0.0,0.0,0.0,2
11994,피자_버팔로 피자 밀스크린고구마크러스트 (R),678.0,0.0,10.62,0.0,234
11995,피자_버팔로 피자 밀스크린체다크림크러스트 (L),1232.0,0.0,11.04,0.0,240
11996,피자_버팔로 피자 밀스크린체다크림크러스트 (R),684.0,0.0,10.53,0.0,234
11997,피자_버팔로 피자 밀스크린치즈크러스트 (L),1232.0,0.0,11.69,0.0,234
11998,피자_버팔로 피자 밀스크린치즈크러스트 (R),690.0,0.0,11.3,0.0,230
11999,피자_버팔로 피자 백미스크린 (L),1104.0,0.0,11.59,0.0,236
12000,피자_버팔로 피자 백미스크린 (R),606.0,0.0,10.89,0.0,233
12001,피자_버팔로 피자 백미스크린치즈크러스트 (L),1200.0,0.0,12.0,0.0,230
12002,피자_버팔로 피자 백미스크린치즈크러스트 (R),672.0,0.0,11.61,0.0,225
12003,피자_버팔로 피자 씬 (L),904.0,0.0,11.5,0.0,242
12004,피자_버팔로 피자 씬 (R),522.0,0.0,11.49,0.0,241
12005,피자_버팔로 피자 체다크림크러스트 (L),1272.0,0.0,11.32,0.0,236
12006,피자_버팔로 피자 체다크림크러스트 (R),744.0,0.0,10.48,0.0,236
12007,피자_버팔로 피자 치즈크러스트 (L),1264.0,0.0,12.03,0.0,232
12008,피자_버팔로 피자 치즈크러스트 (R),750.0,0.0,11.2,0.0,230
12009,피자_버팔로 피자 팬 (L),1168.0,0.0,11.64,0.0,238
12010,피자_버팔로 피자 팬 (R),684.0,0.0,11.4,0.0,238
12011,피자_버팔로 피자 흑미스크린 (L),1112.0,0.0,11.51,0.0,231
12012,피자_밤호박 피자 백미스크린치즈크러스트 (R),588.0,0.0,10.2,0.0,200
12013,피자_밤호박 피자 씬 (L),752.0,0.0,10.64,0.0,215
12014,피자_밤호박 피자 씬 (R),432.0,0.0,9.72,0.0,214
12015,피자_밤호박 피자 체다크림크러스트 (L),1120.0,0.0,10.0,0.0,217
12016,피자_밤호박 피자 체다크림크러스트 (R),654.0,0.0,10.09,0.0,217
12017,피자_밤호박 피자 치즈크러스트 (L),1112.0,0.0,10.79,0.0,213
12018,피자_밤호박 피자 치즈크러스트 (R),660.0,0.0,10.91,0.0,211
12019,피자_밤호박 피자 팬 (L),1024.0,0.0,10.16,0.0,216
12020,피자_밤호박 피자 팬 (R),594.0,0.0,10.1,0.0,217
12021,피자_밤호박 피자 흑미스크린 (L),960.0,0.0,10.0,0.0,208
12022,피자_밤호박 피자 흑미스크린 (R),522.0,0.0,9.2,0.0,201
12023,피자_밤호박 피자 흑미스크린치즈크러스트 (L),1048.0,0.0,10.69,0.0,205
12024,피자_밤호박 피자 흑미스크린치즈크러스트 (R),588.0,0.0,10.2,0.0,197
12025,피자_버팔로 피자 고구마크러스트 (L),1264.0,0.0,10.76,0.0,235
12026,피자_버팔로 피자 고구마크러스트 (R),738.0,0.0,10.57,0.0,237
12027,피자_버팔로 피자 밀스크린 (L),1136.0,0.0,11.27,0.0,241
12028,피자_버팔로 피자 밀스크린 (R),624.0,0.0,11.54,0.0,237
12029,피자_버팔로 피자 밀스크린고구마크러스트 (L),1232.0,0.0,10.39,0.0,237
12030,기타차_배도라지차 핫(HOT),500.0,13.2,0.0,0.0,53
12031,피자_발사믹 피자 (F),1625.0,0.0,15.73,0.0,265
12032,피자_발사믹 피자 (L),1208.0,0.0,15.49,0.0,266
12033,피자_발사믹 피자 (R),702.0,0.0,15.25,0.0,273
12034,피자_밤스위트골드 피자 (F),1713.0,0.0,16.11,0.0,264
12035,피자_밤스위트골드 피자 (L),1240.0,0.0,16.27,0.0,278
12036,피자_밤스위트골드 피자 (R),697.0,0.0,17.38,0.0,285
12037,피자_밤호박 피자 고구마크러스트 (L),1112.0,0.0,9.35,0.0,216
12038,피자_밤호박 피자 고구마크러스트 (R),648.0,0.0,9.26,0.0,216
12039,피자_밤호박 피자 밀스크린 (L),984.0,0.0,10.57,0.0,220
12040,피자_밤호박 피자 밀스크린 (R),534.0,0.0,10.11,0.0,213
12041,피자_밤호박 피자 밀스크린고구마크러스트 (L),1080.0,0.0,9.63,0.0,218
12042,피자_밤호박 피자 밀스크린고구마크러스트 (R),594.0,0.0,9.09,0.0,210
12043,피자_밤호박 피자 밀스크린체다크림크러스트 (L),1088.0,0.0,9.56,0.0,219
12044,피자_밤호박 피자 밀스크린체다크림크러스트 (R),594.0,0.0,9.09,0.0,213
12045,피자_밤호박 피자 밀스크린치즈크러스트 (L),1080.0,0.0,10.37,0.0,215
12046,피자_밤호박 피자 밀스크린치즈크러스트 (R),600.0,0.0,10.0,0.0,207
12047,피자_밤호박 피자 백미스크린 (L),952.0,0.0,10.08,0.0,214
12048,피자_밤호박 피자 백미스크린치즈크러스트 (L),1048.0,0.0,9.92,0.0,208
12049,피자_바베큐치킨 피자 바이트 (L),821.0,0.0,12.32,0.0,243
12050,피자_바베큐포테이토 피자 (L),940.0,0.0,9.36,0.0,246
12051,피자_바베큐플래터 피자 (L),961.0,0.0,12.17,0.0,221
12052,피자_바베큐플래터 피자 (M),712.0,0.0,11.1,0.0,213
12053,피자_바삭한허니비피자(L),1139.0,0.0,10.81,0.0,276
12054,피자_바이트골드 피자 (L),912.0,0.0,12.28,0.0,214
12055,피자_바질플렉스 피자 (XL),980.0,0.0,15.6,0.0,291
12056,피자_반&반 피자 골드스윗 (L),998.0,0.0,14.4,0.0,256
12057,피자_반&반 피자 골드스윗 (R),815.0,0.0,13.73,0.0,254
12058,피자_반&반 피자 리코타링 (L),908.0,0.0,14.91,0.0,254
12059,피자_반&반 피자 리코타링 (R),750.0,0.0,14.89,0.0,255
12060,피자_반&반 피자 석쇠 (L),808.0,0.0,14.85,0.0,248
12061,피자_반&반 피자 석쇠 (R),670.0,0.0,14.88,0.0,248
12062,피자_반&반 피자 씬도우 (L),593.0,0.0,16.22,0.0,305
12063,피자_반&반 피자 씬도우 (R),437.0,0.0,14.68,0.0,291
12064,피자_반&반 피자 치즈링 (L),928.0,0.0,15.52,0.0,247
12065,피자_반&반 피자 치즈링 (R),770.0,0.0,15.54,0.0,247
12066,피자_반미터네가지 피자 (L),1168.0,0.0,11.79,0.0,216
12067,피자_반올림고구마골드 피자 (R),672.4,0.0,9.49,0.0,236
12068,피자_미스터트리오 피자 골드 (R),909.0,0.0,11.88,0.0,233
12069,피자_미스터트리오 피자 노엣지 (L),1212.0,0.0,11.87,0.0,217
12070,피자_미스터트리오 피자 노엣지 (R),800.0,0.0,12.36,0.0,230
12071,피자_미스터트리오 피자 에그타르트 (L),1375.0,0.0,10.96,0.0,227
12072,피자_미스터트리오 피자 에그타르트 (R),909.0,0.0,10.89,0.0,239
12073,피자_미스터트리오 피자 치즈캡 (L),1334.0,0.0,12.92,0.0,222
12074,피자_미스터트리오 피자 치즈캡 (R),896.0,0.0,13.0,0.0,233
12075,피자_미스터트리오 피자 크림치즈 (L),1421.0,0.0,10.83,0.0,223
12076,피자_미스터트리오 피자 크림치즈 (R),937.0,0.0,11.54,0.0,234
12077,피자_미트러버 피자,720.0,31.11,15.0,13.89,308
12078,피자_미트살라미 피자 (L),841.0,0.0,13.31,0.0,266
12079,피자_미트살라미 피자 (M),518.0,0.0,14.78,0.0,278
12080,피자_바베큐골드포크 피자 (L),1200.0,0.0,12.0,0.0,230
12081,피자_바베큐골드포크 피자 (M),738.0,0.0,13.51,0.0,238
12082,피자_바베큐불고기 피자 (L),1010.0,0.0,9.81,0.0,197
12083,피자_바베큐치킨콤보 피자 (L),1433.0,0.0,14.0,0.0,273
12084,피자_바베큐치킨 피자 (L),656.0,0.0,13.1,0.0,246
12087,피자_모모스테키 피자 (M),712.0,0.0,12.42,0.0,239
12088,피자_모자이크 피자 씬 (L),841.0,0.0,12.67,0.0,229
12089,피자_모자이크 피자 씬 (R),478.0,0.0,10.67,0.0,209
12090,피자_모짜렐라 루꼴라 포카챠,180.0,0.0,8.89,0.0,194
12091,피자_목동 피자 (L),1015.0,0.0,12.7,0.0,238
12092,피자_목동 피자 (R),605.0,0.0,10.53,0.0,237
12093,피자_몬스터고구마 피자 (L),995.0,0.0,11.04,0.0,234
12094,피자_몬스터꿀고구마 피자 (L),1070.0,0.0,10.49,0.0,228
12095,피자_몬스터불고기 피자 (L),864.0,0.0,13.66,0.0,243
12096,피자_몬스터스테이크불갈비 피자 (L),920.0,0.0,13.78,0.0,244
12097,피자_몬스터이탈리안 피자 (L),703.0,0.0,17.86,0.0,283
12098,피자_몬스터콤비네이션 피자 (L),896.0,0.0,14.81,0.0,248
12099,피자_몬스터페퍼로니 피자 (L),840.0,0.0,15.31,0.0,267
12100,피자_몬스터포테이토 피자 (L),1030.0,0.0,11.42,0.0,243
12101,피자_몬스터하와이안쉬림프 피자 (L),1097.0,0.0,11.53,0.0,216
12102,피자_몽뻬르 피자 (L),1020.0,0.0,15.76,0.0,264
12103,피자_묻고페퍼더블로가 피자 (R),650.0,0.0,16.67,0.0,294
12104,피자_묻고페퍼더블로가 피자 (L),950.0,0.0,15.97,0.0,292
12105,피자_미스터트리오 피자 골드 (L),1375.0,0.0,11.76,0.0,222
12106,피자_멕시칸하바네로 피자 씬크러스트 (R),432.0,0.0,15.74,0.0,288
12107,피자_멕시칸하바네로 피자 에그타르트 (L),946.0,0.0,14.29,0.0,303
12108,피자_멕시칸하바네로 피자 에그타르트 (R),610.0,0.0,14.38,0.0,290
12109,피자_멕시칸하바네로 피자 오리진 (L),946.0,0.0,13.76,0.0,251
12110,피자_멕시칸하바네로 피자 오리진 (R),610.0,0.0,16.99,0.0,235
12111,피자_멕시칸하바네로 피자 치즈캡 (L),946.0,0.0,16.93,0.0,286
12112,피자_멕시칸하바네로 피자 치즈캡 (R),610.0,0.0,20.92,0.0,353
12113,피자_멕시칸하바네로 피자 크림치즈 (L),946.0,0.0,14.81,0.0,307
12114,피자_멕시칸하바네로 피자 크림치즈 (R),610.0,0.0,14.38,0.0,293
12115,피자_멜로우머쉬룸 피자 (F),925.0,0.0,11.21,0.0,241
12116,피자_멜로우머쉬룸 피자 (L),687.0,0.0,11.63,0.0,242
12117,피자_멜로우머쉬룸 피자 (P),1175.0,0.0,11.86,0.0,242
12118,피자_멜로우머쉬룸 피자 (R),380.0,0.0,11.81,0.0,242
12119,피자_멜팅치즈 피자 (L),657.0,0.0,13.41,0.0,283
12120,피자_멜팅치즈 피자 (M),404.0,0.0,15.1,0.0,297
12121,피자_멜팅하와이안 피자 (L),897.0,0.0,13.0,0.0,277
12122,피자_멜팅하와이안 피자,840.0,0.0,10.94,0.0,244
12123,피자_모모스테키 피자 (L),1157.0,0.0,11.03,0.0,232
12124,기타차_슬림 망고 리치 히비스커스티,100.0,0.0,0.09,0.0,0
12125,피자_마가리타 피자 (R),324.0,0.0,11.11,0.0,269
12126,피자_마늘통삼겹 피자 (L),1388.0,0.0,25.0,0.0,289
12127,피자_마루베스트 피자 (L),973.0,0.0,10.65,0.0,248
12128,피자_마르게리타 피자,268.0,0.0,11.1,0.0,258
12129,피자_마블 피자 (L),1050.0,0.0,12.21,0.0,246
12130,피자_마스터트리플코스 피자 오리지널 (L),938.0,0.0,12.0,0.0,244
12131,피자_마약 옥수수 피자,360.0,0.0,9.55,0.0,242
12132,피자_마약옥수수 피자,928.0,0.0,10.97,0.0,222
12134,피자_매드쉬림프피자(L),1087.0,0.0,11.99,0.0,229
12135,피자_매운불고기 피자,810.0,0.0,12.25,0.0,280
12136,피자_매콤불고기 피자 (L),730.0,0.0,13.7,0.0,244
12137,피자_매콤핫치킨 피자 (L),1030.0,0.0,11.61,0.0,190
12138,피자_맵고달고 피자 (L),1334.0,0.0,6.59,0.0,243
12139,피자_맵단불고기 피자,334.0,0.0,10.99,0.0,282
12140,피자_메가쉬림프 피자 (L),1492.0,0.0,13.08,0.0,211
12141,피자_멕시칸바이트 피자,785.0,31.63,13.27,8.16,255
12142,피자_멕시칸하바네로 피자 골드 (L),946.0,0.0,15.87,0.0,295
12143,피자_멕시칸하바네로 피자 골드 (R),610.0,0.0,15.03,0.0,280
12144,피자_리치고구마치킨 피자 리코타링 (R),690.0,0.0,13.87,0.0,255
12145,피자_리치고구마치킨 피자 석쇠 (L),840.0,0.0,13.33,0.0,248
12146,피자_리치고구마치킨 피자 석쇠 (R),610.0,0.0,13.73,0.0,247
12147,피자_리치고구마치킨 피자 씬도우 (L),690.0,0.0,12.72,0.0,276
12148,피자_리치고구마치킨 피자 씬도우 (R),518.0,0.0,12.31,0.0,265
12149,피자_리치고구마치킨 피자 치즈링 (L),960.0,0.0,14.17,0.0,247
12150,피자_리치고구마치킨 피자 치즈링 (R),710.0,0.0,14.61,0.0,246
12151,피자_리치골드 피자 (XL),1108.0,0.0,11.89,0.0,257
12152,피자_리치킨 BBQ 피자 (L),1210.0,0.0,10.12,0.0,215
12153,피자_리치킨 BBQ 피자 (M),744.0,0.0,11.4,0.0,223
12154,피자_립스테이크&케이준쉬림프 피자 골드바이트 (L),1302.0,0.0,11.85,0.0,242
12155,피자_립스테이크&케이준쉬림프 피자 노엣지 (L),1022.0,0.0,11.34,0.0,228
12156,피자_립스테이크&케이준쉬림프 피자 리치골드 (L),1230.0,0.0,12.03,0.0,241
12157,피자_립스테이크&케이준쉬림프 피자 치즈크러스트 (L),1138.0,0.0,12.54,0.0,235
