index,식품명,식품중량,탄수화물(g),단백질(g),지방(g),에너지(kcal)
12158,피자_립스테이크&케이준쉬림프 피자 콘치즈포켓 (L),1202.0,0.0,11.53,0.0,238
12159,피자_마가리타 피자 (F),790.0,0.0,11.17,0.0,269
12160,피자_마가리타 피자 (L),587.0,0.0,10.88,0.0,268
12161,피자_마가리타 피자 (P),1004.0,0.0,11.0,0.0,269
12162,기타차_슬림 망고 레몬 캐모마일티,100.0,0.0,0.06,0.0,0
12163,피자_리얼불고기 피자 오리지널 (L),922.0,31.93,12.34,8.2,251
12164,피자_리얼불고기 피자 트리플치즈버스트 엣지 (L),1165.0,0.0,13.01,0.0,248
12165,피자_리얼불고기피자 (L),894.0,0.0,14.01,0.0,247
12166,피자_리얼불콕 피자 (L),990.0,0.0,15.32,0.0,260
12167,피자_리얼불콕 피자 (R),700.0,0.0,15.38,0.0,261
12168,피자_리얼수제고구마 피자 (L),1380.0,0.0,15.0,0.0,283
12169,피자_리얼시카고오리지널 피자 (L),959.0,0.0,11.27,0.0,233
12170,피자_리얼치즈피자 (L),657.0,0.0,14.48,0.0,285
12171,피자_리얼치즈 피자 밀도우 (L),720.0,0.0,13.39,0.0,130
12172,피자_리얼치즈 피자 밀도우 (R),540.0,0.0,8.93,0.0,86
12173,피자_리얼치즈 피자 씬도우 (L),510.0,0.0,13.41,0.0,130
12174,피자_리얼치즈 피자 씬도우 (R),440.0,0.0,8.95,0.0,86
12175,피자_리얼큐브달달구마 피자 (L),1423.0,0.0,13.36,0.0,257
12176,피자_리얼페퍼로니피자(L),733.0,0.0,17.25,0.0,314
12177,피자_리얼핫도그 피자 (L),790.0,0.0,11.76,0.0,215
12178,피자_리얼핫도그 피자 (M),506.0,0.0,10.55,0.0,206
12179,피자_리치고구마치킨 피자 골드스윗 (L),1030.0,0.0,13.18,0.0,256
12180,피자_리치고구마치킨 피자 골드스윗 (R),755.0,0.0,13.23,0.0,255
12181,피자_리치고구마치킨 피자 리코타링 (L),940.0,0.0,13.56,0.0,254
12182,피자_로즈 피자 밀도우 (L),892.0,0.0,10.13,0.0,136
12183,피자_로즈 피자 밀도우 (R),555.0,0.0,6.74,0.0,90
12184,피자_로즈 피자 씬도우 (L),682.0,0.0,10.15,0.0,136
12185,피자_로즈 피자 씬도우 (R),455.0,0.0,6.77,0.0,90
12186,피자_롤롤페파로니 피자 (L),1104.0,0.0,22.0,0.0,311
12187,피자_리모 피자,2700.0,0.0,11.89,0.0,257
12188,피자_리얼게살쉬림프 피자 (L),1450.0,0.0,13.0,0.0,266
12189,피자_리얼단호박 피자 밀도우 (L),1020.0,0.0,5.22,0.0,100
12190,피자_리얼단호박 피자 밀도우 (R),620.0,0.0,3.48,0.0,67
12191,피자_리얼단호박 피자 씬도우 (L),810.0,0.0,5.23,0.0,100
12192,피자_리얼단호박 피자 씬도우 (R),520.0,0.0,3.48,0.0,67
12193,피자_리얼랍스터스테이크 피자 골드스윗 (L),1100.0,0.0,13.77,0.0,246
12194,피자_리얼랍스터스테이크 피자 리코타링 (L),1010.0,0.0,14.29,0.0,246
12195,피자_리얼랍스터스테이크 피자 석쇠 (L),910.0,0.0,14.04,0.0,237
12196,피자_리얼랍스터스테이크 피자 씬도우 (L),765.0,0.0,14.14,0.0,273
12197,피자_리얼랍스터스테이크 피자 치즈링 (L),1030.0,0.0,14.73,0.0,237
12198,피자_리얼불고기 피자 나폴리 (L),700.0,28.75,12.19,9.94,253
12199,피자_리얼불고기 피자 씬 (L),587.0,23.87,12.54,14.12,273
12200,기타차_슬림 딸기 레몬 캐모마일티,100.0,0.0,0.06,0.0,0
12201,피자_레드불고기 피자 (L),986.0,24.55,11.8,6.6,241
12202,피자_레드핫치킨 피자 (L),1170.0,0.0,13.01,0.0,249
12203,피자_레드핫카니발 피자 (L),895.0,0.0,10.87,0.0,236
12204,피자_레드핫카니발 피자 (M),588.0,0.0,10.36,0.0,226
12205,피자_로맨틱 하와이안 피자 밀도우 (L),780.0,0.0,7.03,0.0,109
12206,피자_로맨틱 하와이안 피자 밀도우 (R),568.0,0.0,4.68,0.0,73
12207,피자_로맨틱 하와이안 피자 씬도우 (L),570.0,0.0,7.02,0.0,109
12208,피자_로맨틱 하와이안 피자 씬도우 (R),468.0,0.0,4.68,0.0,73
12209,피자_로얄 립 스테이크 피자 골드바이트 (L),1247.0,0.0,11.74,0.0,257
12210,피자_로얄 립 스테이크 피자 골드바이트 (M),774.0,0.0,11.86,0.0,257
12211,피자_로얄 립 스테이크 피자 노엣지 (L),991.0,0.0,10.89,0.0,247
12212,피자_로얄 립 스테이크 피자 노엣지 (M),581.0,0.0,11.04,0.0,249
12213,피자_로얄 립 스테이크 피자 리치골드 (L),1171.0,0.0,11.92,0.0,252
12214,피자_로얄 립 스테이크 피자 리치골드 (M),726.0,0.0,12.15,0.0,253
12215,피자_로얄 립 스테이크 피자 치즈크러스트 (L),1083.0,0.0,12.44,0.0,253
12216,피자_로얄 립 스테이크 피자 치즈크러스트 (M),655.0,0.0,13.03,0.0,255
12217,피자_로얄포테이토 피자,1139.0,0.0,11.77,0.0,259
12218,피자_로제블랙소세지 피자,713.0,0.0,13.92,0.0,234
12219,기타차_스트로베리 프룻티,458.0,0.0,0.11,0.0,44
12220,피자_떡갈비 피자,935.0,0.0,12.73,0.0,264
12221,피자_라구미트볼 시카고 피자,1002.0,0.0,14.37,0.0,250
12222,피자_라자냐 시카고 피자,974.0,25.93,12.96,11.73,257
12223,피자_랍스타미트 피자,908.0,0.0,12.28,0.0,240
12224,피자_랍스타 피자 라이스골드 (F),1758.0,0.0,15.33,0.0,245
12225,피자_랍스타 피자 라이스골드 (L),1316.0,0.0,15.1,0.0,259
12226,피자_랍스타 피자 라이스골드 (R),739.0,0.0,15.65,0.0,267
12227,피자_랍스타 피자 라이스바이트 (F),1840.0,0.0,14.35,0.0,253
12228,피자_랍스타 피자 백미떡도우 (L),896.0,0.0,8.8,0.0,178
12229,피자_랍스타 피자 석쇠 (F),1335.0,0.0,14.81,0.0,245
12230,피자_랍스타 피자 석쇠 (L),956.0,0.0,14.97,0.0,249
12231,피자_랍스타 피자 석쇠 (R),489.0,0.0,15.07,0.0,252
12232,피자_랍스타 피자 치즈크러스트 (F),1465.0,0.0,15.39,0.0,247
12233,피자_랍스타 피자 치즈크러스트 (L),1156.0,0.0,15.88,0.0,258
12234,피자_랍스타 피자 치즈크러스트 (R),659.0,0.0,16.35,0.0,267
12235,피자_랍스타 피자 팬 (F),1435.0,0.0,15.09,0.0,253
12236,피자_랍스타 피자 팬 (L),1016.0,0.0,15.25,0.0,256
12237,피자_랍스타 피자 팬 (R),519.0,0.0,15.29,0.0,258
12238,기타차_스노우코코 핫(HOT) (M),591.0,0.0,0.0,0.0,0
12239,피자_디럭스치즈 피자 석쇠 (L),730.0,0.0,18.54,0.0,294
12240,피자_디럭스치즈 피자 석쇠 (R),370.0,0.0,18.59,0.0,298
12241,피자_디럭스치즈 피자 치즈크러스트 (F),1135.0,0.0,18.81,0.0,289
12242,피자_디럭스치즈 피자 치즈크러스트 (L),930.0,0.0,18.99,0.0,298
12243,피자_디럭스치즈 피자 치즈크러스트 (R),540.0,0.0,19.04,0.0,302
12244,피자_디럭스치즈 피자 팬 (F),1105.0,0.0,18.5,0.0,298
12245,피자_디럭스치즈 피자 팬 (L),790.0,0.0,18.56,0.0,299
12246,피자_디럭스치즈 피자 팬 (R),400.0,0.0,18.62,0.0,303
12247,피자_디아블로 (L),278.0,22.66,14.03,11.51,251
12248,피자_디아블로 피자,191.0,39.79,14.14,10.99,317
12249,피자_딥치즈고구마 피자 (L),1128.0,0.0,14.89,0.0,267
12250,피자_딥치즈더블바베큐 피자 (L),1128.0,0.0,16.96,0.0,246
12251,피자_딥치즈불닭 피자 (L),1184.0,0.0,18.5,0.0,266
12252,피자_딥치즈콤비네이션 피자 (L),1264.0,0.0,18.61,0.0,286
12253,피자_딥치즈포테이토 피자 (L),1264.0,0.0,14.2,0.0,245
12254,피자_땡초참치마요 피자 (L),1088.0,0.0,11.2,0.0,254
12256,피자_떡갈비 피자 (XL),1052.0,0.0,12.57,0.0,281
12258,피자_디럭스(치즈) 피자 씬 (L),664.0,0.0,14.46,0.0,220
12259,피자_디럭스(치즈) 피자 씬 (R),396.0,0.0,13.64,0.0,220
12260,피자_디럭스(치즈) 피자 체다크림크러스트 (L),880.0,0.0,11.82,0.0,263
12261,피자_디럭스(치즈) 피자 체다크림크러스트 (R),528.0,0.0,11.36,0.0,264
12262,피자_디럭스(치즈) 피자 치즈크러스트 (L),872.0,0.0,11.93,0.0,257
12263,피자_디럭스(치즈) 피자 치즈크러스트 (R),534.0,0.0,12.36,0.0,256
12264,피자_디럭스(치즈) 피자 팬 (L),784.0,0.0,12.24,0.0,267
12265,피자_디럭스(치즈) 피자 팬 (R),468.0,0.0,11.54,0.0,269
12266,피자_디럭스(치즈) 피자 흑미스크린 (L),720.0,0.0,12.22,0.0,260
12267,피자_디럭스(치즈) 피자 흑미스크린 (R),396.0,0.0,12.12,0.0,258
12268,피자_디럭스(치즈) 피자 흑미스크린치즈크러스트 (L),808.0,0.0,11.88,0.0,250
12269,피자_디럭스(치즈) 피자 흑미스크린치즈크러스트 (R),462.0,0.0,11.69,0.0,244
12270,피자_디럭스치즈 피자 라이스골드 (F),1428.0,0.0,18.03,0.0,277
12271,피자_디럭스치즈 피자 라이스골드 (L),1090.0,0.0,17.6,0.0,293
12272,피자_디럭스치즈 피자 라이스골드 (R),620.0,0.0,17.86,0.0,298
12273,피자_디럭스치즈 피자 라이스바이트 (F),1510.0,0.0,16.7,0.0,286
12274,피자_디럭스치즈 피자 라이스바이트 (L),1170.0,0.0,17.06,0.0,294
12275,피자_디럭스치즈 피자 석쇠 (F),1005.0,0.0,18.48,0.0,292
12276,피자_도이치 피자 밀도우 (R),650.0,0.0,5.02,0.0,67
12277,피자_도이치 피자 씬도우 (L),910.0,0.0,7.55,0.0,101
12278,피자_도이치 피자 씬도우 (R),550.0,0.0,5.03,0.0,67
12279,피자_듬뿍체다페파로니 피자 (L),902.0,0.0,12.5,0.0,253
12280,피자_디럭스(치즈) 피자 고구마크러스트 (L),872.0,0.0,11.01,0.0,261
12281,피자_디럭스(치즈) 피자 고구마크러스트 (R),528.0,0.0,10.23,0.0,259
12282,피자_디럭스(치즈) 피자 밀스크린 (L),744.0,0.0,11.83,0.0,275
12283,피자_디럭스(치즈) 피자 밀스크린 (R),408.0,0.0,11.76,0.0,272
12284,피자_디럭스(치즈) 피자 밀스크린고구마크러스트 (L),840.0,0.0,10.48,0.0,266
12285,피자_디럭스(치즈) 피자 밀스크린고구마크러스트 (R),468.0,0.0,10.26,0.0,260
12286,피자_디럭스(치즈) 피자 밀스크린체다크림크러스트 (L),848.0,0.0,11.32,0.0,267
12287,피자_디럭스(치즈) 피자 밀스크린체다크림크러스트 (R),468.0,0.0,11.54,0.0,265
12288,피자_디럭스(치즈) 피자 밀스크린치즈크러스트 (L),840.0,0.0,12.38,0.0,262
12289,피자_디럭스(치즈) 피자 밀스크린치즈크러스트 (R),480.0,0.0,12.5,0.0,254
12290,피자_디럭스(치즈) 피자 백미스크린 (L),712.0,0.0,12.36,0.0,270
12291,피자_디럭스(치즈) 피자 백미스크린 (R),396.0,0.0,12.12,0.0,264
12292,피자_디럭스(치즈) 피자 백미스크린치즈크러스트 (L),808.0,0.0,11.88,0.0,255
12293,피자_디럭스(치즈) 피자 백미스크린치즈크러스트 (R),462.0,0.0,12.99,0.0,247
12294,피자_더블치즈 피자 석쇠 (G),1261.0,0.0,18.25,0.0,279
12295,피자_더블치즈 피자 석쇠 (L),736.0,0.0,17.93,0.0,278
12296,피자_더블치즈 피자 석쇠 (R),490.0,0.0,17.89,0.0,278
12297,피자_더블치즈 피자 씬도우 (L),523.0,0.0,19.08,0.0,331
12298,피자_더블치즈 피자 씬도우 (R),396.0,0.0,20.81,0.0,333
12299,피자_더블치즈 피자 치즈링 (G),1481.0,0.0,18.92,0.0,273
12300,피자_더블치즈 피자 치즈링 (L),856.0,0.0,18.69,0.0,273
12301,피자_더블치즈 피자 치즈링 (R),590.0,0.0,18.24,0.0,272
12302,피자_더블콤비네이션 피자 (L),790.0,0.0,15.19,0.0,239
12303,피자_더블페파로니폭탄 피자 (L),1031.0,0.0,13.93,0.0,219
12304,피자_더블페퍼로니 피자 (L),825.0,0.0,15.88,0.0,281
12305,피자_더블페퍼로니 피자,1277.0,0.0,15.0,0.0,301
12306,피자_더블포테이토 피자 (L),1200.0,0.0,9.17,0.0,213
12309,피자_더블포테이토 피자 오리지널 (M),670.0,24.37,10.71,12.75,279
12310,피자_더블핫치킨폭탄 피자 (L),1125.0,0.0,13.23,0.0,159
12311,피자_도이치바이트 피자,755.0,32.45,12.23,9.04,258
12312,피자_도이치 피자 밀도우 (L),1120.0,0.0,7.54,0.0,101
12313,피자_더블치즈 스테이크 피자 리치골드 (L),1089.0,0.0,11.91,0.0,248
12314,피자_더블치즈 스테이크 피자 리치골드 (M),684.0,0.0,11.67,0.0,246
12315,피자_더블치즈 스테이크 피자 치즈크러스트 (L),1002.0,0.0,12.48,0.0,247
12316,피자_더블치즈 스테이크 피자 치즈크러스트 (M),613.0,0.0,12.65,0.0,248
12317,피자_더블치즈버거 피자 (F),1062.0,0.0,10.53,0.0,289
12318,피자_더블치즈버거 피자 (L),789.0,0.0,10.66,0.0,290
12319,피자_더블치즈버거 피자 (P),1350.0,0.0,11.11,0.0,290
12320,피자_더블치즈베이컨 피자 (L),1010.0,0.0,15.08,0.0,249
12321,피자_더블치즈불고기 피자 (L),780.0,0.0,14.1,0.0,233
12322,피자_더블치즈폭탄 피자 (L),1000.0,0.0,13.1,0.0,233
12323,피자_더블치즈 피자 (L),805.0,0.0,18.34,0.0,274
12325,피자_더블치즈 피자 골드스윗 (G),1596.0,0.0,16.88,0.0,281
12326,피자_더블치즈 피자 골드스윗 (L),926.0,0.0,17.24,0.0,281
12327,피자_더블치즈 피자 골드스윗 (R),635.0,0.0,16.35,0.0,281
12328,피자_더블치즈 피자 리코타링 (G),1441.0,0.0,17.36,0.0,283
12329,피자_더블치즈 피자 리코타링 (L),836.0,0.0,18.1,0.0,282
12330,피자_더블치즈 피자 리코타링 (R),570.0,0.0,17.48,0.0,283
12331,기타차_스노우코코 핫(HOT) (L),946.0,0.0,0.0,0.0,0
12332,피자_대만감자 피자 (L),1240.0,0.0,9.68,0.0,235
12333,피자_대새 피자 (L),1036.0,0.0,16.28,0.0,227
12334,피자_대새 피자 (R),620.0,0.0,15.38,0.0,231
12335,피자_더블갈릭바베큐 피자,660.0,33.33,12.12,9.7,271
12336,피자_더블바베큐 불고기 피자 밀도우 (L),810.0,0.0,7.9,0.0,101
12337,피자_더블바베큐 불고기 피자 밀도우 (R),560.0,0.0,5.29,0.0,67
12338,피자_더블바베큐 불고기 피자 씬도우 (L),600.0,0.0,7.93,0.0,101
12339,피자_더블바베큐 불고기 피자 씬도우 (R),460.0,0.0,5.28,0.0,67
12340,피자_더블바베큐 피자 (L),896.0,0.0,16.83,0.0,237
12343,피자_더블바베큐피자 (L),1001.0,0.0,13.16,0.0,246
12344,피자_더블불고기폭탄 피자 (L),1155.0,0.0,10.75,0.0,160
12345,피자_더블불고기 피자 오리지널 (M),525.0,38.28,12.5,9.35,257
12346,피자_더블스테이크 피자 (L),1020.0,0.0,16.41,0.0,257
12347,피자_더블스테이크 피자 (R),830.0,0.0,16.67,0.0,259
12348,피자_더블체다치즈버거 피자 (F),1214.0,0.0,11.84,0.0,272
12349,피자_더블체다치즈버거 피자 (L),902.0,0.0,11.5,0.0,273
12350,피자_더블체다치즈버거 피자 (P),1543.0,0.0,11.69,0.0,273
12351,피자_단호박 피자 팬 (F),1465.0,0.0,13.73,0.0,264
12352,피자_단호박 피자 팬 (L),1051.0,0.0,13.76,0.0,266
12353,피자_단호박 피자 팬 (R),537.0,0.0,13.78,0.0,267
12354,피자_달짝핫도그 피자 밀도우 (L),1120.0,0.0,7.64,0.0,125
12355,피자_달짝핫도그 피자 밀도우 (R),650.0,0.0,5.6,0.0,92
12356,피자_달짝핫도그 피자 씬도우 (L),880.0,0.0,7.86,0.0,129
12357,피자_달짝핫도그 피자 씬도우 (R),595.0,0.0,5.24,0.0,86
12358,피자_달콤고구마 피자 (L),1158.0,0.0,7.32,0.0,165
12359,피자_달콤고구마 피자,984.0,0.0,7.72,0.0,236
12360,피자_달콤구마 피자,1347.0,29.76,13.1,10.12,273
12361,피자_달콤딥고구마 피자 밀도우 (L),1250.0,0.0,4.03,0.0,119
12362,피자_달콤딥고구마 피자 밀도우 (R),710.0,0.0,2.68,0.0,79
12363,피자_달콤딥고구마 피자 씬도우 (L),1040.0,0.0,4.04,0.0,119
12364,피자_달콤딥고구마 피자 씬도우 (R),610.0,0.0,2.69,0.0,79
12365,피자_달콤한나의고구마피자(L),1087.0,0.0,8.97,0.0,240
12366,피자_달 피자 (L),950.0,0.0,12.61,0.0,333
12367,피자_닭발 피자 (L),932.0,0.0,13.64,0.0,253
12368,피자_닭발 피자 (XL),932.0,0.0,15.89,0.0,295
12369,피자_닭안심살 피자,880.0,29.09,12.73,7.73,234
12370,피자_단호박 피자 (L),980.0,0.0,7.9,0.0,223
12373,피자_단호박 피자 (M),715.0,0.0,9.24,0.0,212
12374,피자_단호박 피자 (R),725.0,0.0,8.79,0.0,242
12375,피자_단호박 피자 라이스골드 (F),1788.0,0.0,14.2,0.0,254
12376,피자_단호박 피자 라이스골드 (L),1351.0,0.0,13.95,0.0,267
12377,피자_단호박 피자 라이스골드 (R),757.0,0.0,14.56,0.0,273
12378,피자_단호박 피자 라이스바이트 (F),1870.0,0.0,13.29,0.0,262
12379,피자_단호박 피자 라이스바이트 (L),1431.0,0.0,13.72,0.0,269
12380,피자_단호박 피자 백미 (L),921.0,0.0,7.33,0.0,192
12381,피자_단호박 피자 백미 (R),567.0,0.0,6.46,0.0,194
12382,피자_단호박 피자 석쇠 (F),1365.0,0.0,13.35,0.0,257
12383,피자_단호박 피자 석쇠 (L),991.0,0.0,13.4,0.0,259
12384,피자_단호박 피자 석쇠 (R),507.0,0.0,13.48,0.0,261
12385,피자_단호박 피자 치즈크러스트 (F),1495.0,0.0,14.05,0.0,258
12386,피자_단호박 피자 치즈크러스트 (L),1191.0,0.0,14.55,0.0,267
12387,피자_단호박 피자 치즈크러스트 (R),677.0,0.0,15.12,0.0,274
12388,기타차_허니 캐모마일 아이스(ICED),473.0,0.0,0.0,0.0,1
12389,피자_뉴그릴드치킨 피자 치즈크러스트 (L),1016.0,0.0,13.39,0.0,218
12390,피자_뉴그릴드치킨 피자 치즈크러스트 (R),618.0,0.0,13.59,0.0,217
12391,피자_뉴그릴드치킨 피자 팬 (L),928.0,0.0,12.93,0.0,222
12392,피자_뉴그릴드치킨 피자 팬 (R),552.0,0.0,13.04,0.0,224
12393,피자_뉴그릴드치킨 피자 흑미스크린 (L),864.0,0.0,13.89,0.0,214
12394,피자_뉴그릴드치킨 피자 흑미스크린 (R),480.0,0.0,12.5,0.0,208
12395,피자_뉴그릴드치킨 피자 흑미스크린치즈크러스트 (L),960.0,0.0,13.33,0.0,208
12396,피자_뉴그릴드치킨 피자 흑미스크린치즈크러스트 (R),546.0,0.0,13.19,0.0,202
12397,피자_뉴욕소세지 피자 오리지널 (M),580.0,28.4,13.4,14.14,287
12398,피자_뉴욕스테이크 피자 (L),1170.0,0.0,9.96,0.0,164
12399,피자_뉴욕 오리진 피자 오리지널 (L),1154.0,20.04,12.73,13.33,251
12400,피자_뉴욕 오리진 피자 트리플치즈버스트 엣지 (L),1375.0,0.0,12.79,0.0,242
12401,피자_뉴욕핫독 피자 (L),1140.0,0.0,13.29,0.0,249
12402,피자_뉴욕핫독 피자 (R),830.0,0.0,13.04,0.0,250
12403,피자_뉴클리어 피자 (L),1003.0,0.0,11.09,0.0,245
12404,피자_다넣었어 피자 (L),1250.0,0.0,3.76,0.0,93
12405,피자_다이나믹고구마무스 피자 (L),1345.0,0.0,13.0,0.0,291
12407,기타차_한라봉차 (R),400.0,0.0,0.08,0.0,45
12408,피자_뉴그릴드치킨 피자 고구마크러스트 (L),1024.0,0.0,12.5,0.0,220
12409,피자_뉴그릴드치킨 피자 고구마크러스트 (R),612.0,0.0,11.76,0.0,220
12410,피자_뉴그릴드치킨 피자 밀스크린 (L),888.0,0.0,13.51,0.0,227
12411,피자_뉴그릴드치킨 피자 밀스크린 (R),492.0,0.0,13.41,0.0,221
12412,피자_뉴그릴드치킨 피자 밀스크린고구마크러스트 (L),984.0,0.0,12.2,0.0,224
12413,피자_뉴그릴드치킨 피자 밀스크린고구마크러스트 (R),552.0,0.0,11.96,0.0,216
12414,피자_뉴그릴드치킨 피자 밀스크린체다크림크러스트 (L),992.0,0.0,12.9,0.0,225
12415,피자_뉴그릴드치킨 피자 밀스크린체다크림크러스트 (R),552.0,0.0,13.04,0.0,220
12416,피자_뉴그릴드치킨 피자 밀스크린치즈크러스트 (L),984.0,0.0,13.01,0.0,220
12417,피자_뉴그릴드치킨 피자 밀스크린치즈크러스트 (R),564.0,0.0,12.77,0.0,213
12418,피자_뉴그릴드치킨 피자 백미스크린 (L),856.0,0.0,13.08,0.0,221
12419,피자_뉴그릴드치킨 피자 백미스크린 (R),480.0,0.0,12.5,0.0,213
12420,피자_뉴그릴드치킨 피자 백미스크린치즈크러스트 (L),960.0,0.0,12.5,0.0,213
12421,피자_뉴그릴드치킨 피자 백미스크린치즈크러스트 (R),546.0,0.0,13.19,0.0,207
12422,피자_뉴그릴드치킨 피자 씬 (L),752.0,0.0,10.64,0.0,238
12423,피자_뉴그릴드치킨 피자 씬 (R),432.0,0.0,9.72,0.0,239
12424,피자_뉴그릴드치킨 피자 체다크림크러스트 (L),1024.0,0.0,12.5,0.0,223
12425,피자_뉴그릴드치킨 피자 체다크림크러스트 (R),612.0,0.0,12.75,0.0,223
12426,피자_나폴리슈림프 피자,288.0,0.0,10.78,0.0,214
12427,피자_나폴리 피자,761.0,29.7,12.35,8.24,241
12428,피자_날개 피자 (L),1136.0,0.0,12.68,0.0,268
12429,피자_날밤새우게 피자 (L),1110.0,0.0,13.67,0.0,218
12430,피자_날밤새우게 피자 (R),870.0,0.0,13.79,0.0,218
12431,피자_넌필수있어 피자 (L),737.0,0.0,10.79,0.0,293
12432,피자_놀부단호박 피자 골드스윗 (L),1150.0,0.0,13.19,0.0,257
12433,피자_놀부단호박 피자 골드스윗 (R),839.0,0.0,12.38,0.0,256
12434,피자_놀부단호박 피자 리코타링 (L),1060.0,0.0,13.53,0.0,256
12435,피자_놀부단호박 피자 리코타링 (R),774.0,0.0,13.4,0.0,257
12436,피자_놀부단호박 피자 석쇠 (L),960.0,0.0,13.33,0.0,250
12437,피자_놀부단호박 피자 석쇠 (R),694.0,0.0,13.22,0.0,251
12438,피자_놀부단호박 피자 씬도우 (L),723.0,0.0,13.26,0.0,287
12439,피자_놀부단호박 피자 씬도우 (R),592.0,0.0,12.16,0.0,269
12440,피자_놀부단호박 피자 치즈링 (L),1080.0,0.0,14.07,0.0,249
12441,피자_놀부단호박 피자 치즈링 (R),794.0,0.0,14.07,0.0,249
